Class,gene_18517,gene_18518,gene_18519,gene_18520,gene_18521,gene_18522,gene_18523,gene_18524,gene_18525,gene_18526,gene_18527,gene_18528,gene_18529,gene_13429,gene_18897,gene_3434,gene_3435,gene_3436,gene_3437,gene_3438,gene_3439,gene_3440,gene_3441,gene_3442,gene_3443,gene_6876,gene_7929,gene_11348,gene_14317,gene_14318,gene_15430,gene_15431,gene_15432,gene_5297,gene_5298,gene_5299,gene_5300,gene_5301,gene_5302,gene_5303,gene_14983,gene_14984,gene_14985,gene_14986,gene_19238,gene_11355,gene_11806,gene_14828,gene_4442,gene_10558,gene_10559,gene_10560,gene_10561,gene_10562,gene_10563,gene_10564,gene_1136,gene_1137,gene_978,gene_979,gene_5235,gene_5236,gene_5237,gene_19874,gene_2858,gene_2859,gene_2860,gene_2861,gene_2862,gene_2863,gene_2864,gene_2865,gene_2866,gene_2867,gene_2868,gene_2869,gene_2870,gene_2871,gene_2872,gene_2873,gene_2874,gene_2875,gene_2876,gene_2877,gene_2878,gene_2879,gene_2880,gene_2881,gene_2882,gene_2883,gene_2884,gene_5020,gene_17769,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316
BRCA,2.245039234,10.68421387,9.842804454,11.81214521,7.062251258,7.373909167,11.80078668,9.28393103,9.078911325,8.675967615,0,0,10.16983734,9.249561484,7.371959556,0,10.80606623,1.446997241,8.982905186,0,0,0.655809754,6.952578189,0.364796523,14.05013774,13.79023648,9.034479857,1.286112294,8.749185619,11.72433052,3.677733734,2.058316496,2.154712814,13.34751064,4.121073439,11.26728414,9.710331196,10.95276308,9.741215841,9.0105337,3.351543529,4.300314118,7.486987829,9.528930698,2.486379722,6.082229958,1.104940452,0,3.943602567,9.822762009,9.957882685,9.440289897,10.41512907,7.996360498,6.063731581,9.0105337,2.330042035,9.767648178,11.59074142,11.29893319,13.6411486,9.507988836,11.70593472,7.134939643,3.46866151,1.955052366,7.47770161,11.44216597,1.286112294,4.257546248,3.391644008,9.683185877,4.950659703,0,5.24144743,7.92128755,1.286112294,6.177070658,5.674271376,5.295293237,9.054134874,6.75536832,6.153937037,0,0,11.56480684,0.364796523,4.779853278,0.364796523,0.364796523,10.04219288,6.424265405,13.16765492,11.45242659,11.22351305,8.293536023,13.85234419,12.71080643,1.104940452,2.558610509,0,0
BRCA,2.726395292,9.878840269,10.52574591,11.96662081,9.534462416,7.751128932,10.92222759,9.393420491,9.860495745,8.209984531,5.235807463,0.561594975,9.974357225,9.636822162,7.115033243,0,12.38299681,2.311968051,8.635039686,1.215305839,0,1.215305839,5.333631249,5.436298452,13.31435665,13.1150095,10.48041661,4.285868245,8.447017084,11.28561606,3.104470858,6.010110692,3.26186174,13.04362543,6.060985522,10.95574434,10.27834491,10.99130925,9.15916495,8.852794772,4.425533156,1.576667247,4.669860157,9.978138415,4.236132856,3.651499503,0,3.761051189,4.894856558,10.2204267,9.953346732,9.609618314,9.900453257,7.886458696,4.210614852,9.358982994,3.047939663,6.803575783,11.06191792,10.95598403,14.48442643,9.458566562,11.95201316,9.14491821,4.261214862,0.41196851,7.980065298,9.066169936,2.863720444,1.407243967,4.760598872,7.02839234,3.725457606,0.731965214,6.150955632,8.853827273,2.574585959,5.468957952,6.803575783,4.552862725,10.35315786,4.310100136,4.669860157,0,0,11.43446665,0,0,0.731965214,0.41196851,10.8658647,7.235564326,10.18026972,10.85174123,10.14869265,6.683471893,14.23938223,12.76583514,0.731965214,3.795798112,0,0.41196851
PRAD,4.833299985,10.35942014,9.635714493,10.76526952,9.080692302,8.094072406,11.41124085,10.36208628,8.905567519,9.192642965,0,0,10.63407591,8.392111309,6.506831994,7.368410424,10.40705528,2.549521321,8.63165363,1.388520203,0,3.184375519,1.146394549,4.513787592,13.66499164,9.013398052,9.707276296,4.293399915,6.674305278,9.948447541,7.122569192,6.48530123,5.688356627,12.85194225,6.762946714,10.1596191,9.762744121,11.52016685,9.139825029,9.007739325,6.615995919,6.836290258,7.176003557,5.582724589,2.214373524,3.307384807,0,6.244852818,5.240783701,10.53495453,11.39377655,9.909533115,9.578089597,8.82935488,6.861595638,9.775452259,2.446203286,10.82761264,10.94446317,10.62338771,13.78895278,9.144987017,12.4264325,6.536495901,3.922064612,4.201226085,9.255066349,10.2332242,1.5958378,1.5958378,5.908368601,11.44177187,2.334940056,0.490056624,6.377118542,7.955173289,5.74386499,4.563993968,7.000259211,7.258368165,8.428138203,6.696981432,1.937984611,0,0,8.300672869,0,4.293399915,0,0,9.634246565,9.461242048,11.38048812,10.75618935,10.71650226,9.367163541,15.33288971,12.6108057,5.898619525,5.344970488,0,4.351734323
PRAD,3.590578068,10.70186957,9.64679449,11.41347984,8.739291192,7.136099082,10.89795887,10.61308037,9.063912741,8.618980078,0,0,10.76035403,9.047513851,7.660495132,6.232113887,9.7273419,2.14381787,7.837785596,2.970577602,0,3.652245548,0.609754962,4.156493699,13.13772284,8.01105949,9.19594056,3.590578068,8.411756713,10.96555344,5.00163563,8.161766781,6.216889393,13.55125164,6.100052547,10.61936716,10.11927835,10.95278492,9.143230135,8.633383982,7.069863249,6.276844642,6.564300422,6.434316305,1.211074512,3.558732945,0,6.014594086,5.338171226,10.63981098,11.14047193,10.05152165,10.41748336,8.82545493,5.929989781,9.707055375,0.839234028,11.14785361,12.49443811,11.25452082,13.83685908,9.443275112,13.82588299,7.439132737,2.05526508,3.711373759,9.0553665,8.568898556,0.609754962,0.839234028,7.513696018,9.906844008,2.306058043,0,9.214583833,8.563894089,4.022820526,5.48095011,6.429922212,7.189073371,8.659896024,6.719991102,0.609754962,0,0,7.718539726,0,1.037101036,0,0.336854639,9.846298988,9.431234322,11.1481842,11.46981985,11.31802303,9.545831334,15.30076008,13.81452239,6.698232372,3.711373759,0,7.669062209
PRAD,3.674596237,10.11875943,10.17337732,11.8643448,9.264196265,8.543256136,11.8537306,11.86111018,10.02303352,9.39848719,0,0.698307394,11.41965476,8.411121132,6.557488209,5.366077372,7.514540486,1.712771842,6.900275121,0,0,1.712771842,1.332622014,3.103161895,14.24607995,6.554809843,5.120555158,0.815001516,7.689236251,10.44022552,4.176665851,7.587545017,3.79785344,13.34871432,4.824508206,11.35421081,10.08284094,11.45031946,8.649367564,8.39168181,5.241310132,4.57161614,4.862659672,3.03797956,1.870897309,1.712771842,0,7.4185526,4.639116372,10.8062032,11.58406993,10.84877941,10.21819994,8.628762661,7.686577562,9.942946956,1.535206934,11.46298275,11.41905426,11.06515356,12.85108922,8.798280617,10.33305469,7.12094285,2.473994666,1.870897309,6.917503363,10.79830978,0,0,5.366077372,8.765932493,1.096936483,0,4.971410199,9.570426878,1.712771842,2.371893362,4.176665851,6.760766512,7.089116749,4.988761931,0,0,0,5.921369679,0,0.464354604,0,0,9.829538819,7.064775094,12.09016205,10.35162391,10.41797906,10.83775406,13.41490981,12.35592366,2.569369566,3.103161895,0,1.712771842
LUAD,1.575893165,9.655260584,10.23725777,10.50108082,9.54479833,10.42308439,10.79774257,10.19338983,8.511918653,8.454003115,0,0,10.59693514,8.51582597,7.224715607,0,12.62457159,2.448293094,8.646389501,6.679972643,0,2.688896492,3.157803674,2.573592659,13.58726184,7.548675513,10.09031094,11.59876902,8.057872621,10.63337672,6.94067184,6.454119948,4.116422982,12.46538274,5.819489368,10.50747753,9.606595832,11.62457159,7.317358342,8.241435036,5.893478709,4.379329843,7.37014684,4.074625313,2.159338551,12.60325542,0,3.845289314,5.856958309,10.60703435,11.01115736,10.15190447,9.080460473,7.977932424,5.074227112,9.952878086,2.448293094,6.721194909,11.32119529,10.13166407,12.59738685,9.18113983,12.34088768,6.370227066,4.541533424,1.313768262,8.841256121,5.326548134,2.89506991,2.795663063,5.494454013,8.128515093,6.741372601,0.580434959,4.964075122,7.697231706,5.176558149,6.335254565,8.193421867,4.819729487,9.766093218,4.794202696,3.845289314,0,0,11.00108443,0,2.795663063,1.989792978,0.580434959,10.3797574,7.352767351,7.862934854,10.29527533,10.05782931,9.76691479,15.49040278,14.51053548,4.074625313,6.478365163,0,0.993203349
PRAD,4.056063232,10.16927364,9.968709987,12.42147842,8.839405373,8.54479833,11.07642147,11.80751593,9.479226519,9.941989527,0,0,10.14252831,7.651216766,10.94287367,5.582010976,7.956434241,1.910310535,5.763929386,3.589260133,0,2.076832696,0.940805718,3.413634698,13.73100075,5.947119082,6.255708436,0.545770726,7.422855298,10.42323149,7.709428501,9.039242599,4.790235097,13.06458111,5.957833364,10.29604436,10.22354322,11.56108742,8.699607154,9.204651835,6.175376891,6.487772519,5.8237137,4.498997556,1.722072509,2.076832696,1.910310535,6.762867008,5.8237137,11.2483427,11.96382088,10.50904259,10.43142448,8.340985011,7.453459962,9.912693272,5.421017907,11.6317773,11.44071866,10.230741,13.49886167,8.614154005,10.58485918,4.766059749,1.722072509,3.14028786,7.122724479,9.043019079,0.940805718,0,8.958868769,8.074339519,1.722072509,4.883083126,6.967537536,8.528719769,4.133695033,3.14028786,6.524265882,7.059928452,8.232684738,5.968466357,5.73930267,0,0.940805718,12.34588754,0,3.35000212,0,0,9.925711681,7.873997706,12.82543386,10.53654835,10.42081291,10.45098438,14.13838381,12.78464711,3.413634698,3.14028786,0.545770726,6.509779754
PRAD,2.408793367,10.54154194,9.928044555,11.54846071,8.399538558,8.942221245,12.27788017,10.58582636,9.301013692,8.819128477,0,0,10.70278739,8.770908313,7.02368783,5.187474808,8.064807422,1.763241586,6.863207505,0.564524504,0,4.333216188,1.543842287,3.403063167,14.21061808,6.863207505,6.446370384,1.953674984,8.714455037,11.14186446,5.005862546,8.612227157,4.74750019,13.45505746,5.796953297,10.71188203,10.05558071,11.6193534,9.677733734,8.862820201,6.932734442,6.157898642,6.603839952,5.279292991,2.121844298,2.533388919,0,8.315280916,4.333216188,10.62021066,10.93896204,9.665874162,10.22967203,8.628029897,9.062113615,9.554508273,1.284987847,11.60766783,11.79373741,10.96166673,13.33562762,9.116653263,11.0655777,8.147545839,2.121844298,6.617977232,8.797486447,11.15313398,0.564524504,1.284987847,6.251560047,9.578202842,1.763241586,0,8.389269948,9.146219892,1.763241586,4.495164286,4.8468844,7.418012805,7.745512989,7.242059392,3.643198171,0,0,9.734801056,0,0,0,0,9.711914714,9.22569187,13.27912593,11.40957657,11.080651,11.02172262,14.53666005,12.81296343,4.400189509,4.495164286,0,3.266141868
COAD,1.602979398,10.28253247,9.405194659,10.88568112,9.080814863,9.252102435,8.224064399,7.573692626,10.60152011,8.342007978,0,0,10.6811154,8.127504315,0.608525406,0,7.577542124,0.593975179,8.001250545,0.593975179,0.593975179,14.11137208,0,0.593975179,14.02737905,1.602979398,6.401657769,1.338167659,7.727253394,10.3018734,2.19093086,4.383185866,3.272053058,12.15121637,2.930264245,11.32527734,10.02339398,10.92476798,4.956800118,9.084882779,0,0,4.451962766,0.593975179,3.548177656,11.45030915,0,0.593975179,3.193897875,10.47393908,11.08728382,10.91757348,8.302976998,8.558248498,8.184195976,9.521759422,0,6.713187153,9.876315876,10.21550873,12.39161684,7.751329815,10.2024667,5.026105097,1.338167659,1.013497992,7.663358853,7.924675946,1.602979398,5.655758245,0,4.451962766,0,1.826640003,1.013497992,4.347531017,0.593975179,6.264990486,6.96923109,3.193897875,7.550354319,2.930264245,0,0,0,5.070526721,0,0,0.593975179,0,11.271889,10.57574722,10.30013517,9.795093189,9.830233137,4.932939904,11.65355271,11.71430563,0.593975179,0,0,0
BRCA,1.645517218,10.84287672,10.10576449,12.91367482,8.620245489,8.859848449,10.46767687,10.3116348,8.954498779,8.645006281,0,0,10.31646256,9.834276676,6.542536655,0,9.717304564,3.042136503,7.595608087,0,0,0,3.11483341,0,15.2313712,14.70234587,5.45933325,0.511670438,8.661785222,11.42423454,5.041264889,0.888616627,2.13937126,14.07320434,1.645517218,11.35792033,10.53006489,11.84632877,8.499865814,8.654181311,7.031692933,8.982697022,4.706922806,9.984916836,0.888616627,0.511670438,0,1.18719765,4.302421418,10.15891258,10.88700732,9.009159589,10.54863891,8.278416933,6.197141976,9.994579724,0.888616627,11.67940972,11.46216993,11.23666601,12.46484947,10.831806,13.09468803,6.205488309,2.13937126,0.511670438,7.28895833,8.604553229,0,4.558439082,1.434508137,7.323883424,2.708032693,0,2.708032693,10.88375826,0,7.077883864,6.23024337,9.023393981,10.02200709,2.610841774,7.257199243,0,0,13.90347707,0,9.179834466,0,1.434508137,11.09476389,4.944853762,11.75829818,11.77819215,11.15579223,7.55045437,14.39729359,12.73223528,0,6.89903058,0,1.18719765
BRCA,3.434508137,10.66484724,10.84186308,11.84670485,7.433785715,7.944214242,11.47907794,9.994127114,9.337615213,8.073852359,2.049526221,1.818646083,10.47501393,9.485539533,6.911727529,1.746226761,11.44313004,3.145563339,8.240376349,1.122606463,0,2.783875677,0.477677328,2.180211527,12.64193884,12.68143609,10.90877539,4.889955334,8.914546585,11.41416725,5.903754136,3.802327655,4.027339863,13.22797838,5.656796662,11.12878701,9.647494403,11.27486732,8.994429813,8.6499962,6.186282647,2.4106396,7.871129022,6.361771868,2.513389678,14.68402534,0,5.302373891,5.754425231,9.957412608,9.998012108,9.390033496,9.501250038,8.240376349,8.561349051,8.859537892,5.968482485,7.736895712,11.79506152,11.10250067,13.44589427,10.00353197,12.65639581,9.341111809,4.366196301,2.783875677,8.092640875,8.628700701,3.802327655,3.08011186,4.749679066,6.997360159,4.061655248,0.477677328,7.310803614,9.254768814,4.472039297,5.27338907,5.035166397,4.570645078,8.455651893,8.052682158,0.477677328,0,0.477677328,7.42393107,0,0,0,0,10.7155588,8.940131505,9.135003796,11.07730309,10.68183575,7.71550904,13.65479264,11.78546882,2.049526221,1.905851481,0,0
COAD,0,9.653647641,9.745867567,11.88257428,9.37507854,8.627187304,7.877811721,9.042898734,10.13767002,8.00814846,0.430285273,0.663390165,12.16940206,8.14726599,5.785105853,0,10.05620416,0.761285273,8.337505947,2.269751322,2.045233261,13.26346434,0,2.990936713,13.8565617,4.402899502,8.143725032,0,7.934239306,10.56711949,3.052659337,7.118473938,2.370136375,13.46839494,3.557324308,10.45729879,9.229845043,11.27815322,5.693043627,8.040881475,3.111849276,1.030336078,6.962410207,2.161855443,2.463988577,12.47636903,0,4.682129409,2.926454935,9.659002249,11.69072699,11.26436636,9.356079969,7.629567908,8.134836993,9.785033903,1.77925972,5.891878462,10.92855539,11.35557684,11.80889582,8.633514765,11.04464684,5.663674796,1.918348067,1.257010618,8.288644636,9.303098046,2.713673822,0.761285273,2.045233261,9.389351699,1.452858965,1.030336078,4.73955111,5.343915874,2.045233261,5.777722163,6.188464227,5.849035974,8.637295064,2.045233261,0,0,0,5.368394708,0,0,0.430285273,0,10.86438736,8.896995316,8.98471181,10.39833754,10.99196111,1.625270489,14.58668149,13.45813743,3.223391657,2.161855443,0,0
LUAD,1.991535451,10.41834809,10.58024914,10.08518031,8.207927006,9.001087247,9.009442354,11.78792296,8.766823712,7.567720359,7.266777173,1.004393523,10.49948716,9.00777576,6.342074668,0,8.951637331,2.526719881,5.394977086,2.526719881,5.394977086,8.754944274,0.673827752,0,12.95356718,6.00235598,6.826764558,1.991535451,7.603485406,9.723102869,6.248140105,3.817336736,2.526719881,13.17876132,7.227201967,11.32612047,9.537940538,10.81575153,7.180595451,8.035337981,0,9.195263924,7.132432895,3.311779189,1.478195258,8.88779636,1.478195258,3.025719846,3.222588202,10.36250276,11.63806931,9.72918736,8.996049728,7.238614918,9.678730407,10.70999706,1.478195258,9.045647736,11.57584175,11.21380899,12.74381619,8.181544875,10.71102162,6.970658123,12.54977023,2.9162091,5.672634659,7.616673811,5.221679915,2.369410645,3.989429697,12.47555612,6.666898582,0.673827752,11.38575457,6.914815634,6.487095588,4.562083643,7.321495221,6.624007286,9.3767527,3.989429697,0,0,0,4.325566309,0,1.478195258,0,0,11.39376047,6.85671186,8.190392632,9.101439976,10.48277771,8.543337345,14.15208674,12.70318118,7.718053325,3.817336736,0,0
KIRC,1.269392279,9.815284017,10.87749887,11.39200073,9.226600044,8.678459296,11.76185869,11.04288369,9.194830711,8.360201841,0,0,10.80371138,9.05548852,8.291037132,0.435735259,9.794238768,1.933988014,9.7399409,1.639602631,10.64532519,5.603077349,0,0.435735259,10.23176119,7.420591877,8.155971804,2.877253454,8.641993912,11.6724165,7.150315958,7.309521828,3.187561904,12.73533389,6.70978689,10.56028506,9.333768086,11.59444125,8.245861652,8.448772959,0.770025564,2.178364082,6.766966123,2.652968269,3.346063347,2.806303433,0,4.558818643,8.062008349,10.96372698,10.83412337,9.933936984,9.747063415,8.454583075,6.950923267,9.320301893,1.269392279,6.466868528,10.82769996,10.4834732,12.14988046,9.41202569,11.69943798,5.301507169,4.246765296,0.435735259,8.1807297,6.512162084,5.137753515,5.208255822,1.041172879,9.435728593,3.130617923,0,7.091847904,4.324997767,5.895746124,6.803859885,7.426524752,6.645182859,7.596502865,6.794727767,0,0.435735259,0,3.009490503,0,1.639602631,1.041172879,0,10.10860286,8.250881064,6.402173013,10.33658466,10.32750773,6.892172419,14.27773055,12.49959678,0.435735259,1.933988014,0,0
BRCA,1.19843129,10.57133551,9.981624361,11.90571417,8.604186254,8.93994939,11.15505854,10.54937076,8.948484044,9.017696469,0.720278465,0,9.790232816,9.568286774,11.56845019,0.40457619,12.40525849,1.707568963,8.129566376,2.549890917,0,0,0.40457619,0.720278465,8.374391811,13.41272861,10.89913786,1.19843129,8.156002152,11.28220811,8.686976678,3.733538733,3.078234084,13.27443785,4.419195031,11.93380129,9.43968131,11.38130501,8.378611325,8.481500773,3.021835027,0.40457619,7.347532789,7.154514352,2.18935017,0.979074161,0,4.913396884,5.00351229,10.04327341,10.71773639,10.91664085,9.329300782,8.370164281,6.161343547,9.225458109,4.696394506,8.294832084,11.80384859,10.9762777,13.07308716,10.08413072,11.3626233,9.109337051,3.505802029,0.40457619,7.85884511,9.393208098,1.707568963,1.19843129,3.899214308,6.708642491,4.305700629,6.690682478,6.373361105,5.482315885,2.627536803,4.974097908,7.215494171,5.206877612,10.08585748,4.6782635,6.231394006,0,0.40457619,11.82292131,0,3.078234084,0.40457619,0,10.96486788,7.665385664,12.28304204,11.51832859,11.15033754,8.076917116,14.97505083,12.89194884,1.707568963,2.467853314,0,0
KIRC,0,9.309846928,9.427953899,10.91705128,9.875692533,8.636776857,10.69247602,10.40467326,8.760340722,9.333582504,1.001874286,0,10.02338012,8.796575043,6.369806702,0,9.1407761,1.001874286,10.10641899,1.587509013,12.35196616,6.343596142,0,0,11.17652848,6.242147067,7.771958187,0.586212295,7.867964398,10.84888892,6.133020934,4.173503253,3.810874922,12.49288716,5.898546974,10.6832666,9.080601707,10.99176275,7.450856577,8.913676318,0,1.587509013,6.731672024,1.810072871,4.704086234,1.810072871,0,4.132856471,10.41371254,10.86603477,10.53663577,10.25763534,9.708556279,8.697269939,6.823940382,9.500640744,0.586212295,7.75196576,10.35693609,9.88948419,12.94795466,9.143337292,10.68678063,5.676143266,3.325343237,1.324176946,7.690277401,5.661929128,5.910619947,1.587509013,0.586212295,9.951424606,1.324176946,1.324176946,8.839833648,2.46252354,4.758537708,6.92857167,5.54287091,4.73156885,8.756999904,4.704086234,0,0,0,0.586212295,2.002846513,0.586212295,0,0.586212295,10.43162296,8.640407637,6.565994654,9.628582239,9.63950532,5.361252518,14.71187665,13.12094738,1.587509013,4.132856471,0,0.586212295
COAD,2.074162876,10.4691432,9.472960875,11.57853309,9.308402744,9.644831483,9.436176417,8.899677151,8.831582771,8.276933949,0,0,11.57593154,7.360215012,6.245748538,0,8.681705762,1.719665354,7.384179353,1.503297846,4.786883827,14.40800459,0,0.544683205,13.65082737,4.09212285,6.499040623,1.248595554,7.876179255,10.69272882,1.248595554,3.471408596,2.891808001,12.95525576,5.820296416,10.77811821,9.183077051,11.70701395,3.471408596,8.61912685,0.544683205,0.544683205,6.535168045,2.074162876,2.074162876,11.72315749,0,2.358508792,3.059943589,10.05142648,11.19708766,10.25838937,9.622337401,8.895511666,8.988346693,9.62485393,0.544683205,6.684187561,11.37307177,10.64186209,12.68153492,8.430607267,11.4510153,5.008661676,1.503297846,2.074162876,7.705936444,8.927126084,2.978323782,1.503297846,0.544683205,7.147978226,0.939151337,2.223329868,0.544683205,9.434265423,1.719665354,4.857070317,6.625071725,6.077110518,9.439992905,3.883767424,0.544683205,0,0,7.348081895,0,0.544683205,0,0,10.49917819,8.068407482,12.11812998,10.67299983,11.3046023,5.107947263,11.90118746,13.07382358,1.907775177,4.581098121,0,2.701460341
BRCA,3.826650171,9.902043422,9.862311901,11.73466729,8.355835584,7.50589093,11.91503532,10.32443935,9.028828805,8.312483664,2.036749476,0,10.34437359,9.189849262,6.834875517,0.828469107,11.35710659,2.396954068,7.557310521,0.472903624,0,2.684953353,0,0.828469107,12.71802335,12.95374358,9.755655399,2.167068846,8.181758534,11.17304621,8.251359321,3.703189315,3.940373506,13.07685901,5.134836993,11.19230515,10.21569073,11.41992859,9.042690843,8.942743207,2.499476,1.113500481,6.597094605,9.181199476,2.167068846,4.754304963,0,6.642613494,4.754304963,9.9958378,10.48611098,9.554531296,9.577419386,8.430724338,5.848823214,9.789564618,4.578093372,8.607555948,11.48150683,10.74278941,13.57059101,9.815879587,11.9118451,8.371127558,4.045783683,2.769454396,8.140707092,8.43234563,3.568165907,4.578093372,4.430191588,9.419222846,7.728029333,0,5.969834299,8.437198604,4.175324989,6.048035604,6.358793595,5.181845975,9.596338864,5.858500769,4.948044779,0,0,11.20065344,0,0,0,0.472903624,10.43689889,8.225414727,11.2358826,11.06696369,10.26382082,8.536993144,13.55105934,12.26487652,2.036749476,0.828469107,0,0.472903624
BRCA,2.6830002,10.06538921,10.76549331,11.47684744,7.657847192,7.993289411,11.37192363,10.84525481,9.033076052,9.250130212,2.604783004,0,10.96283818,9.074470649,8.234237842,0,11.53682029,4.60773865,8.729909594,0.421048212,0,0,0,1.236033332,10.62891026,14.29124986,9.508212723,9.899226999,9.855039752,12.71905506,3.436588294,3.136519533,2.827737744,12.44651989,5.138556471,11.83378746,10.14094477,11.29287375,9.466667901,9.433821177,3.481040556,6.623427948,6.060488428,6.103782961,3.524176539,1.236033332,0,2.017850662,5.588045969,9.818765898,9.910446361,9.447190701,10.07676216,7.932551391,7.309012434,8.683103396,0,9.956933669,11.20924621,10.57960822,13.42320785,9.596743242,10.06767636,8.06806347,4.244887059,0.746484762,7.296622592,8.758413118,2.133793655,5.096308244,4.864240632,8.85025561,4.685794414,0.421048212,4.961590918,8.489936245,3.716442237,6.864854707,6.719334056,5.007908598,9.354639485,5.839256707,4.437693822,0,0,11.56468778,0,0.746484762,0,0,11.12265978,7.924527499,12.76879841,10.7493918,9.435234783,9.584060534,12.73154603,11.70850196,3.020804417,3.390708952,0,0.421048212
BRCA,4.063813537,8.432504319,9.122884925,11.97778077,10.07900469,7.773132612,10.0073497,11.72490602,9.929833892,8.33581908,1.538985057,0,10.36097873,8.342190257,6.958703502,0.965618077,10.15090234,1.758047282,8.970893908,0,0,2.266576679,0,0.965618077,14.37529063,13.4328159,8.363219271,6.873567152,7.080721611,10.22284319,10.80510701,2.527245531,4.063813537,12.38542295,5.199106933,10.59762428,10.48749841,11.93593482,7.344517844,8.677148792,2.939339431,1.280600049,6.071031099,10.46140782,2.527245531,11.48867366,0,7.140400349,5.161186314,11.03815767,10.91136203,10.32499057,9.555356039,7.896538272,6.081220307,9.522085182,3.690629405,7.98330717,10.86161425,9.817004416,13.52321888,9.195027642,11.37499054,6.357562561,3.580012789,5.061784836,6.776577788,7.034270749,2.266576679,3.396365026,2.641823444,10.91278457,8.185732773,0,4.32617778,9.189152462,2.266576679,5.358389229,8.185732773,3.521352314,10.01799148,6.493466409,6.31502635,0,0,12.71889243,0,4.740366343,0,1.538985057,10.4623898,7.849630285,10.24963496,10.32605865,10.38327228,6.169816795,13.07966811,13.10477892,1.538985057,2.402804022,0,1.280600049
PRAD,3.02586156,10.73052958,10.04950825,11.16842768,8.162517213,8.733747503,12.47523691,10.56121156,9.17328487,9.006643058,0,0,10.04481758,9.13577084,7.255368543,5.717018322,9.825054175,1.866393698,7.846499584,1.51212573,0,5.167113015,1.640158155,3.534161233,14.49448062,7.862990627,9.220126771,3.116697443,7.458726493,10.15170156,4.949632977,7.430235086,5.709740029,13.54490408,6.544616754,10.87107356,10.38628286,11.84019569,9.850088362,8.701095024,9.070523501,8.30814332,6.973106106,4.751292319,2.653610384,3.07200287,0.612777105,7.04714573,4.912084555,10.90887294,10.762083,9.687372184,10.46374914,8.713881363,7.83985254,9.506571398,2.978213938,11.83550174,11.9732848,11.26140153,13.61738711,9.537723158,11.80488525,7.338861151,2.770110162,7.266327428,9.025776312,9.434467688,0.338681125,0.338681125,5.999540068,10.44030859,2.061914413,0,9.570728554,7.885769574,5.010117407,4.325724597,6.204974064,7.547110462,8.450258619,7.979505224,2.459038103,0,0,9.304657056,0.612777105,0.84309947,0,0,9.808119541,9.603978631,12.60793131,11.7582607,11.26807409,10.24400698,14.80249112,12.94200493,4.949632977,4.998222587,0,5.068167757
LUAD,3.968699045,10.11400256,10.44480784,11.7915577,9.107661718,9.736702955,10.24124434,10.01762967,8.602780507,7.155233141,1.419538892,0.81393507,10.14421211,8.187945856,7.303680304,1.629379936,10.75416096,1.173958903,7.559224113,6.984452639,3.291898196,11.27323613,0.87774425,2.375067242,12.70857309,6.433411848,10.39362642,11.08387817,7.750907928,10.60465515,7.705321354,6.785236661,6.849523952,13.2440055,5.89788175,10.48330188,8.955341867,11.6610833,8.956556211,8.561799624,4.115341265,0.87774425,8.089355137,5.770863396,2.375067242,16.81375614,0,7.067875304,5.937850471,10.23173719,10.75939722,10.8554603,9.026576004,8.089355137,7.076847657,10.16857184,1.419538892,6.60458881,11.99277551,10.3719073,12.92374716,9.49606682,11.60166866,6.286361847,5.125965128,3.291898196,8.608982917,8.266557003,1.975006461,3.466013632,4.183422993,11.80428432,2.944895918,1.975006461,4.999472418,9.67596056,3.848026962,5.655743936,8.042004043,6.206805346,9.816590107,5.856771609,1.173958903,0,0,8.071499904,0.87774425,7.341834569,0,0,10.29992919,8.481254535,9.335146907,10.51171313,11.047233,10.06690989,14.63050035,13.90562204,3.968699045,5.887712906,0,0
KIRC,0.466444406,9.59464185,9.882319018,11.54466505,8.65026194,8.530281474,11.42979901,10.70873042,8.809700614,7.819023067,0.466444406,0,10.56709096,9.350797777,7.743427449,0,11.75859384,1.718175283,10.87775192,5.112249741,10.17065118,2.904734561,0,1.876526769,9.600327372,7.634578749,9.44782092,1.540275304,8.843657292,11.76683116,6.926189234,6.50906397,3.54689446,12.71759718,6.875497491,10.87804325,9.664161028,11.50939894,8.358048945,8.329231256,1.101044905,3.344927892,7.516243703,3.044778787,4.272127728,2.976455291,0,6.215008729,11.18665283,10.64234959,10.48417842,10.16201361,9.701677269,8.168185706,6.711783967,9.310603694,1.540275304,6.31522747,11.22027553,10.73869185,13.18246109,9.508052241,11.53727665,6.496920869,5.047119549,4.122084589,9.858776745,6.131072909,4.812518762,2.904734561,2.019203734,9.982066645,4.090108184,3.172423508,7.534178356,4.213969334,4.792787692,7.612241904,6.658268618,6.763385015,7.741372601,6.192596612,0,0,0.818359765,3.918643836,0,0.466444406,0,0,9.965635679,9.183781752,7.920245654,10.46209323,10.14460726,7.323433123,14.99884161,12.80098279,0,4.43373398,0,0
