Class,gene_18529,gene_13429,gene_18897,gene_3443,gene_6876,gene_7929,gene_11348,gene_14318,gene_12300,gene_15430,gene_5297,gene_14984,gene_19238,gene_11355,gene_11807,gene_14828,gene_15431,gene_4442,gene_10561,gene_1136,gene_978,gene_5237,gene_19874,gene_7573,gene_2865,gene_5020,gene_17769,gene_10983,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316,gene_6222,gene_16407,gene_17205,gene_19269,gene_6593,gene_62,gene_17706,gene_12277,gene_11379,gene_8332,gene_17955,gene_17549,gene_14036,gene_4315,gene_10389,gene_5804,gene_8197,gene_11751,gene_15834,gene_6225,gene_10263,gene_11627,gene_19464,gene_10565,gene_6671,gene_1281,gene_10077,gene_6224,gene_5045,gene_3568,gene_14850,gene_14083,gene_3593,gene_16448,gene_503,gene_4539,gene_19536,gene_10572,gene_4997,gene_6909,gene_17121,gene_9057,gene_10388,gene_13486,gene_2862,gene_8847,gene_17399,gene_18475,gene_15305,gene_11867,gene_13049,gene_6467,gene_5040,gene_6784,gene_13721,gene_15972,gene_8725,gene_19663,gene_15467,gene_4066,gene_5660,gene_1588,gene_1589
PRAD,9.681677655,6.972382487,6.400655759,13.83148539,7.017420885,5.53935426,1.096059403,10.39354062,6.691938889,5.203052336,12.63143628,4.637540695,1.436428388,2.968256675,9.671650746,4.499239987,5.67403404,4.462484277,9.311167034,1.711627056,10.76667797,9.724019227,6.393157033,2.613413781,9.665600624,7.781353156,11.99919671,10.20548782,9.870602067,9.985955755,9.583481476,13.9915927,12.58143364,3.252839491,3.815882789,0,1.096059403,11.75491255,10.60484044,0,10.80434079,13.65352808,0,7.989417208,8.45929636,8.04018011,3.336469069,5.429391676,8.45696217,1.436428388,3.561656067,10.81634371,3.336469069,11.52807312,5.797207573,10.53077696,5.736934937,2.85939315,9.196953691,11.04083765,8.145366672,1.096059403,9.926484289,0.649661441,5.310351028,3.873015855,8.324999567,8.05259522,2.85939315,7.229136049,3.415501792,9.925641963,9.316324529,4.12895322,7.963346958,10.54567884,10.40992124,7.461061926,4.907381029,8.538677833,9.87235322,0,2.85939315,8.965386046,0,9.981096296,8.301779676,6.828174575,1.955424405,4.083689932,8.893007197,10.66522043,1.436428388,6.820932031,0,7.515896914,9.93740619,7.061095724,5.657871481,3.069495954
PRAD,10.03975529,8.237472897,7.24327873,14.03027917,8.668055285,6.476867689,4.371921233,10.44837446,8.60835833,5.679995155,13.31677649,6.853147341,2.439250781,2.542456175,10.69579377,5.809774559,7.356399147,5.860585444,10.12483214,2.076285443,11.51303174,11.78209317,6.502690212,6.318691026,11.30475059,8.75656633,13.5558473,11.09132959,10.86678437,11.11820137,6.107744354,15.00607181,13.69231037,4.783545707,4.651269873,0,3.357467552,12.18544846,10.51412226,0,11.56967526,13.13561631,0.487589248,8.235549967,9.697994429,9.805048954,1.38327574,5.984878681,9.561914155,4.479864318,3.989084496,11.76345307,3.707568963,12.59423128,6.887854226,11.0785111,7.219071692,3.412984708,11.48678978,9.96045379,10.1227633,1.770998143,10.83505559,1.38327574,6.973439079,5.420320701,10.0572878,9.050460884,5.185426536,8.591911251,3.552045011,10.97422097,9.436070202,4.19316458,9.12923922,11.7888325,11.53294516,7.238414294,6.029969619,10.38991093,10.96176801,0,0.851439235,9.033951526,0,10.45210737,8.912586997,3.662456183,4.747929785,5.643319407,10.48729741,10.76244018,2.63874578,7.155374831,1.770998143,7.579051891,10.90238265,7.979230822,6.205324083,4.762322237
BRCA,11.36377886,10.34148547,6.814358154,11.6898495,10.5596352,8.877458995,7.347355614,9.829281932,3.188021051,4.638867391,13.0693541,2.510278376,0.890719057,10.30054704,10.09734743,6.218186379,5.045587128,5.332238892,9.026664524,0.512985335,11.4651021,11.42690418,6.898305109,8.067816161,7.54832102,11.17923733,8.132910952,10.85567052,10.59830379,10.62195112,6.004514875,14.29242949,13.00703077,1.996099455,1.189729694,0,0,11.82044625,10.30833903,3.188021051,11.43270892,7.453097747,8.159013536,8.009246384,7.948191995,13.05241012,0,2.802896295,9.975976902,5.449663713,4.454472037,10.33480959,1.996099455,12.77358637,4.367608699,10.63402143,8.703654454,4.454472037,10.75553023,12.2749139,11.22062017,0.890719057,10.87712306,3.597268951,4.536401095,3.831674601,8.400572084,9.628325235,5.671366977,9.067426293,6.615779692,10.3617574,8.393257444,7.511657789,9.270606027,9.726858458,10.10127975,6.495847034,8.581927397,11.21207075,10.25388293,2.275990368,0,8.427660642,1.189729694,9.087948078,12.51489154,5.153379759,2.614568512,0.903886665,1.437281013,11.51458585,1.996099455,7.762069712,0.512985335,9.60715459,14.27730193,9.192731722,8.290756138,8.04700391
BRCA,10.84526265,9.751455352,7.164283467,12.17296186,13.82356627,11.58222197,7.995874537,11.07610743,4.397385423,6.698760221,12.86837695,0.876880337,3.500253929,7.71877944,11.93699857,1.080794082,4.453537333,4.879607754,10.54118376,1.811142174,11.17840342,11.25495773,9.328867872,6.388960973,7.029497058,7.430151436,10.52789724,12.03014982,11.26545096,10.38451396,9.551564081,13.63837935,12.81879984,2.654733398,3.044201747,0,0,10.64957055,7.617959606,2.943227466,12.14472834,12.6670095,0,8.944887721,8.63581605,14.11044253,0.639324789,3.635870452,10.35009939,6.979373746,5.475519442,11.55435382,3.953991526,13.06536733,4.471779247,11.45475167,8.615305937,0.639324789,12.04221682,11.31980758,6.284475267,0.639324789,11.82716007,1.561497221,6.687088691,7.092746572,12.08200264,9.781930121,7.79500712,9.640929963,2.654733398,12.70268568,7.668260981,6.242592979,12.92579549,11.76818432,10.85788771,8.884890923,7.004647452,11.84071106,9.819361629,0.639324789,0,9.198015238,0.639324789,10.26375041,11.88359409,4.933251584,4.23085626,0,1.811142174,11.69643293,5.401323274,6.564958849,1.259423152,9.683131475,15.192524,7.983215949,8.908521722,8.190175309
COAD,7.978401584,7.38559497,5.653447016,13.18503181,2.617298483,5.207576642,6.337020617,10.41253809,0,0.951438594,12.57927586,0,2.09369538,8.179988685,10.10465117,1.519843797,6.873567152,3.369913113,8.250251038,1.519843797,10.31702815,10.04659201,3.494671612,3.494671612,7.445950121,4.191846866,8.411265222,9.434678262,9.438565244,10.5789953,4.520089039,13.23891073,13.41968372,0,2.243455829,0,1.519843797,13.27856561,13.20535799,0,10.3622507,7.926740745,6.999988729,7.849993006,6.386167728,12.26111647,6.011216072,4.036327492,6.715907095,1.263455131,3.951783597,7.916906523,2.243455829,12.87599503,4.332220987,10.64020878,6.011216072,0.552770524,9.667856653,10.02347715,3.433640519,0,10.52972336,0.951438594,2.379121865,6.676930259,10.23890625,7.567051018,2.243455829,7.08182959,10.58055066,8.652991923,8.270024285,8.158932775,8.212146156,10.33121927,9.676113992,7.04658928,9.024219932,9.682685652,10.2533275,4.577640307,0,9.059998731,0,7.712238089,9.588692152,2.723099797,2.243455829,0.97217797,1.737470449,9.887152059,0.951438594,8.941693226,0,8.334049768,13.25043167,8.615699517,10.18842813,7.463990211
BRCA,10.01838103,9.266669434,7.735948587,14.61427849,14.19674043,6.833294924,0.343805752,10.61926627,2.845971705,8.54795873,13.12705446,9.337996464,2.332536089,1.65672517,10.33898145,2.253293459,1.52802114,3.047259175,9.022012644,2.674121633,12.79861963,11.18277919,5.77675937,5.811743308,7.229732108,6.686472513,12.74063037,11.50598518,11.80545369,10.97838871,7.059712186,11.74452273,13.98120157,0.343805752,0.343805752,0,0.343805752,8.027762273,10.51884,0.853915828,11.86516489,13.16140433,0.853915828,11.12640764,10.51269109,10.36276574,2.950113762,1.65672517,8.949257689,5.643299202,1.52802114,10.0855654,4.122391109,12.95280312,3.798880007,11.26159545,7.018389372,0.853915828,11.24425084,11.11700017,7.409475798,0,10.98931644,2.080487122,2.169476093,3.181690961,13.48283316,8.661621352,4.270566317,9.35647618,2.253293459,12.58111112,6.279851977,9.643912093,11.42442352,10.68888845,10.09172628,7.850705677,5.651045949,10.16627608,10.61505943,1.65672517,0,8.67498315,2.547005551,7.70944918,9.766987649,2.332536089,1.52802114,0,5.242987326,12.17577096,1.386645427,8.362220008,0,6.912781579,11.91497928,10.57005491,9.745106209,8.328796082
KIRC,10.06014198,8.107640797,6.638897792,9.935982689,7.87079623,9.191111047,1.934214533,11.30575967,2.307515959,5.829573068,12.37900465,0,1.42921423,1.703676599,9.982594355,3.242602506,4.118168661,10.67585121,9.375241481,1.703676599,10.31338191,11.12217443,6.503493443,7.27145369,9.897576249,8.937456216,7.266177482,9.568839669,8.950678364,9.321535809,4.949987747,15.29544251,13.71552234,0,4.593216308,0,0,11.90461957,13.58008187,2.307515959,10.40270299,0,0,8.8589694,7.669565407,10.23516459,2.603834019,4.118168661,10.71802763,4.413864833,3.91727898,11.11787033,2.731900066,11.36406898,4.118168661,9.448151417,8.761032567,0,10.59604063,13.47317301,8.900450238,1.089972644,9.984204816,2.307515959,5.630309359,2.603834019,9.690095778,7.616622355,7.637211729,7.307874744,7.641300357,8.774111668,10.85751453,5.099955797,8.85369942,9.722259374,8.850177459,6.126163425,8.016256727,12.50578675,10.585479,5.756153312,0,8.450217371,1.703676599,9.635866825,11.84425461,5.455800643,3.750660096,3.978982672,2.307515959,10.16385091,2.132905812,9.909984562,1.42921423,8.575013503,12.67605624,8.221123064,6.401244759,4.722192761
BRCA,11.6308086,9.695551948,6.887074358,11.42209631,8.502577247,6.024197765,8.373870027,9.967327143,3.392839447,9.567168936,14.33016761,6.497219547,1.53645083,7.881903173,10.07765692,2.418081978,2.744656264,3.149682095,9.563032255,6.776301424,11.19414124,11.67328699,7.575947606,5.7893954,3.664039041,7.655816908,6.523006725,10.66241025,10.25193207,9.550548642,2.557704163,14.51230221,12.53777411,1.89351754,1.237380158,0,0,11.66426505,9.97045106,2.090311471,11.94205626,5.203310803,2.263485178,7.819106118,10.17814195,11.34978987,0.859651564,1.99526742,9.755697121,2.090311471,2.489568624,11.81286318,2.263485178,13.82669744,3.392839447,10.65756855,6.282526913,4.540151292,11.08385823,10.30119894,8.436270131,0,11.07244751,2.557704163,2.557704163,4.453405636,10.57446108,10.69893034,3.724552052,9.754338038,8.887948635,10.76029581,8.199613458,9.859707154,8.521890912,12.0056456,9.392227252,5.924527499,7.771489469,10.53962412,9.761576164,3.058576261,0,8.068579457,0,8.255802837,9.806419121,2.961326981,4.977229543,1.250597823,4.302757716,11.54334121,0,6.581443145,0.346531462,9.428513019,11.83342776,10.31418669,8.282467606,9.245716694
BRCA,10.48552746,8.361720117,6.985193005,12.26091953,11.09570689,10.06408256,9.30586567,11.00102812,5.07873364,7.602461334,12.90005167,0.984771612,1.3035762,5.888687244,9.71081332,4.363107984,4.140958573,5.876718296,9.083109631,2.674505848,11.08891409,11.29209727,7.989019762,8.013819539,8.469242935,7.48123435,8.883761316,10.83118847,10.1304676,10.5477043,5.864649219,14.74492316,13.31437082,1.977060068,2.434374691,0,1.3035762,12.20995895,9.079196749,2.880332889,11.03541772,11.60775566,3.495567258,8.222080018,7.915317724,13.23353729,3.495567258,3.925505781,10.30528657,6.159560569,6.217645625,11.70984633,4.363107984,12.0911742,4.430151436,10.67322956,8.193416939,6.169405939,10.22613519,12.97695428,6.08869709,0,10.10953033,2.559442866,3.294341372,5.852478324,11.06637178,8.654134757,6.291625658,9.171487075,7.295713842,10.45868344,9.601436535,7.437094545,9.619502883,11.18758714,9.532548791,6.22710375,9.016493534,11.39898946,10.62128267,4.29278911,0,9.009657891,0.984771612,10.48602045,11.51684743,7.602461334,3.7977912,7.690284386,2.674505848,10.58312039,4.328376934,7.002972494,0.984771612,8.447157633,15.23059842,8.650624562,9.020577206,7.565658099
COAD,11.35176192,8.283393996,6.910828583,13.63457285,4.787641414,8.705905351,0.951587795,9.970422299,3.553532535,4.036643992,13.36539291,1.520095326,2.093931957,14.26661088,11.0664996,7.336765396,7.29875911,3.994986952,9.525558002,2.503399623,11.8461015,12.35560712,6.83311779,6.839014776,8.375539074,8.481129381,11.00782621,10.84631309,10.21790924,11.09972915,6.353921349,14.5546488,13.17046497,4.738005763,3.907900129,0,1.520095326,13.5745817,10.45955457,0,11.11894107,9.800254424,5.207904562,8.257208673,7.246465095,11.52660194,5.395662655,8.567134703,9.617629082,5.411578778,5.442893747,11.35247937,3.994986952,12.71614425,4.192162596,10.95042467,9.057807652,0.552868871,11.54408058,12.9859522,5.8689608,2.093931957,10.6055073,0.552868871,4.077123339,7.734885713,10.08341284,9.725027061,5.748807374,9.204346164,9.30967643,10.42713472,10.61628233,7.96801585,9.3184931,10.86014807,10.63419392,6.169656475,9.422304494,10.65857747,10.75100839,5.603943777,0.951587795,8.464059665,0.552868871,9.516385547,11.11770154,4.549472034,4.763034385,2.524615366,3.81521676,10.24313827,2.243699543,10.1165649,2.379399163,8.168662091,14.59457537,10.62527049,9.294016436,8.321806362
BRCA,10.40134888,8.722599222,6.826256105,13.92569351,14.59809904,7.707545497,1.564573279,11.12635602,3.431556105,6.08869709,13.16514725,8.980599453,2.781086887,4.363107984,11.13234549,4.525216969,3.431556105,4.328376934,10.42053925,3.556858543,11.87583381,11.23581679,7.428921228,6.404296878,7.264132915,6.56208975,10.85693124,11.31915839,11.26624191,10.83390208,8.22915528,12.69787327,12.70020994,1.564573279,5.236902025,0,0,9.529684321,9.597795584,1.977060068,11.48920573,14.31575811,0,9.258226813,8.475425407,10.60050765,3.495567258,1.3035762,9.15918766,4.901064788,5.958483116,11.43013889,2.880332889,12.67473075,3.556858543,10.94981942,7.203132623,0.574828124,11.52726195,11.91421319,7.808648903,0.574828124,11.08469547,0.574828124,2.880332889,5.888687244,13.59297086,9.309208026,6.789768369,8.383030301,3.971249237,11.40342751,10.65056712,7.792816318,10.74164394,11.96685148,10.36593963,8.712533879,7.134436588,10.57666385,11.17022553,1.564573279,0,9.334586152,4.803289042,9.373432887,10.57292755,6.584337197,4.735987837,2.16828902,10.11336452,11.22994836,2.674505848,6.353386814,0.574828124,8.008350182,12.76616653,7.254915228,8.584064294,6.958239493
PRAD,10.01505259,8.547299438,6.561963018,12.78428722,10.33425094,9.562265324,6.107911704,10.38155377,4.801929474,7.303488527,12.97799358,6.12822534,2.971957335,3.363311274,10.81731947,5.158611708,6.411216063,7.071419456,9.421216986,3.725184908,11.28305941,13.54632778,7.68572995,6.945432131,10.82161456,9.318888473,12.46413473,10.61493065,10.904183,10.82511779,8.700991027,15.18997895,13.57690944,5.460473917,4.697045395,0,2.879117591,12.28263093,10.53587799,1.784503983,11.26740705,12.72571134,1.784503983,8.471813381,11.07128805,10.7920826,3.969924068,7.973651452,10.79008779,5.411588947,4.057268299,12.34115741,3.363311274,12.29306925,4.899702524,11.03130834,7.868902788,3.969924068,10.96014677,12.22602979,8.499367566,2.779890039,10.70601245,1.302757716,6.675561913,3.969924068,10.40827666,9.1265651,6.187502521,9.259121806,5.444362277,10.94841104,9.938037263,5.216679905,9.915568703,12.23834801,10.41034535,7.220774924,7.133029156,12.03618048,11.54981835,0.574343754,0,9.381575395,0,10.20931933,10.34873922,4.613054212,4.335447525,7.161101643,8.624404349,11.26253534,2.433226548,8.213561142,0.984042426,8.443722672,12.04355367,8.232444912,6.807380684,5.583272356
BRCA,10.57071907,7.786374191,6.456837355,13.63247272,13.93789791,7.558986965,3.323917642,10.09855852,5.143164816,8.652239093,12.75731291,1.441961466,2.148543695,2.281876258,10.46252272,4.48938237,3.74928754,5.12553539,8.785913403,2.809249791,10.7918629,11.00030288,5.641901457,5.244651156,11.2809969,6.461623505,12.42967873,10.64413568,10.43415907,10.60928033,4.67050613,13.50515406,13.73121295,1.653610384,1.653610384,0,2.809249791,9.69445714,8.276338467,2.001658146,10.96262855,12.69657421,0,8.740303597,10.08045781,11.12282153,4.282209964,3.260718224,8.702155366,4.956340144,3.323917642,11.16991874,3.194622919,13.0274067,6.550189605,10.12928302,6.926165509,3.702491325,11.22337428,13.1581426,6.62110387,0,10.09062852,2.148543695,2.001658146,6.858403792,12.16276266,7.985204392,4.313688462,8.380348502,5.97959325,10.45812974,8.851730305,9.215838736,9.774411515,11.95682988,9.534987587,9.280000509,5.922747319,11.58361874,10.60848586,1.838104653,0,10.42292676,0.515207819,9.292889855,11.03309258,8.687211195,0.515207819,0,4.183422993,11.30615855,2.001658146,8.489478712,0,7.63571812,13.59797106,9.77723723,8.821936575,3.442585265
BRCA,11.52597097,9.832611572,7.260063304,13.81999941,10.39058816,7.265146182,10.21579992,8.508476192,2.138716189,6.548128324,13.49947221,0.422663592,1.605115002,11.58214669,11.72346044,0.749062231,2.43956995,4.443765763,9.664902333,3.142168339,11.13274391,11.818702,5.185795201,7.837350404,3.966781131,8.830961969,8.335336755,12.20504789,11.3589808,10.56571141,6.784739527,14.5210851,12.0147772,1.239703535,0,0,0,13.31803433,10.36064959,2.022651885,12.29593248,5.836951679,2.900528731,7.584556686,7.945168732,11.1715834,0,2.688381807,9.097955734,3.835348094,3.442372938,9.373224057,2.24610401,14.55650605,4.729422253,10.97042949,5.944516468,0,11.9275891,10.55758815,10.27842623,0,11.34507808,2.762603949,2.762603949,8.566617303,9.647251541,9.827215659,4.397919304,9.355011858,5.873675417,11.94188759,9.049660715,8.854491301,9.997320638,10.33159998,9.642344175,6.574128763,8.751155718,9.454951084,9.875586569,2.346077535,0,7.988076809,0.422663592,9.365471648,9.668514515,2.138716189,1.015140705,7.709600815,0.749062231,11.86419775,0.749062231,8.973559619,0,10.84255463,11.89353286,9.065327268,9.49224778,8.721218839
KIRC,8.788447547,7.769057619,7.112001549,10.8550787,5.016919688,6.759035959,2.048829048,10.00427666,3.092647217,3.888119773,11.37955165,0.702657543,5.678184611,1.527370657,10.31264475,6.129909423,6.217682457,11.13458675,8.55081988,0,9.705654848,11.28693311,7.454990141,5.906640507,7.773205157,7.099905317,4.3543111,10.59141949,10.30979464,9.861708837,8.473969509,12.36321763,13.05620925,1.811553233,2.048829048,0,0.702657543,11.57204172,12.50157101,0,10.76585792,2.732898681,1.17319141,7.4601364,10.00287126,5.016919688,1.811553233,6.95419631,11.42569847,3.760327414,3.544522479,11.81387336,3.544522479,11.21638817,8.614573665,8.55804564,7.652400447,7.490666392,8.798650001,11.45243688,11.06740747,0,9.72931314,5.660392445,2.589859344,2.43103453,10.54308984,8.504207227,2.863046399,7.569035317,9.864566892,9.94489504,10.76326217,5.295741389,9.142533419,8.923232392,9.99455144,9.100270735,6.523478842,7.279629151,11.21980984,7.525473828,0,10.56297694,0,8.371083984,10.23481743,3.092647217,3.707248682,8.242254746,5.796929943,10.0630175,0.702657543,6.66402766,0.702657543,9.163209379,9.453980488,6.168182697,6.917216911,4.670976262
PRAD,10.40605616,7.742080338,8.288681545,13.98340337,6.490972784,7.201114319,2.801489796,10.63287709,4.265211832,5.17795366,12.69022065,4.932798209,3.728736843,3.622297862,10.38179167,6.407971305,3.859432909,7.118681572,10.24725109,0.703632307,11.51895799,10.89770935,4.523599591,4.917875667,11.86266835,7.287813942,13.40454288,11.26132512,9.751820187,10.48727731,10.65159888,13.1759783,12.87763307,3.146866984,3.9502351,0,2.665165342,11.58671784,10.86914655,0,11.26997989,13.91602872,0.703632307,9.237962787,8.677254522,8.57357524,3.094742782,5.239260548,8.878219549,5.202789906,3.859432909,10.85476711,3.382501257,11.871424,7.818390444,10.83206719,6.439659703,1.528971317,10.39869026,11.44720723,9.15846579,6.881627915,10.35122637,1.528971317,4.48362233,3.795559171,9.287419194,7.906066822,3.979275416,8.259710314,3.37291032,10.63743998,9.557909748,6.490972784,8.919068896,12.72713552,11.26924943,7.462510452,5.263068219,9.520121656,10.97813126,0.958211648,6.485922668,9.799411151,0,11.02784381,8.594511228,2.734937182,3.292811192,4.052424589,8.691230547,11.42709281,2.050640997,10.22431527,1.174534255,9.396397138,10.21861167,7.157306509,6.810700154,4.063045556
LUAD,10.93241409,8.88779636,6.402208835,14.17979249,5.77028463,9.247068285,12.30511554,10.64925618,2.797697836,4.915090609,13.11793849,6.741035462,0.673827752,12.57841987,12.10031411,4.448663125,5.394977086,3.395775743,9.019407253,2.192825404,10.6195414,12.19292463,2.9162091,6.45808174,5.374420504,6.154787736,7.493399157,11.06379952,9.465682714,10.83233624,8.325035557,13.81386134,12.69167156,1.478195258,6.29264373,0,0.673827752,12.85244173,8.462862135,1.478195258,11.60260608,10.46222618,3.222588202,7.808951308,6.080585186,10.83280301,2.9162091,1.757578023,9.13237634,5.050832513,3.621899486,11.23288256,5.050832513,12.71075909,3.690025917,10.48877407,7.709869583,7.425081595,10.99561171,12.07386374,10.79172455,0,10.99855517,0,5.150921117,7.283412518,10.96971748,8.658340034,5.86174202,8.527132908,9.062888026,10.10247442,10.23023664,8.099374113,8.93418622,10.71409093,10.03367077,6.118164507,7.85047441,11.72106073,8.92714683,2.526719881,0,8.33836647,1.131391932,9.911463896,11.0362217,6.356925528,2.597960165,4.688706304,8.455540937,10.48098201,1.131391932,9.539096758,0,7.861595638,13.35821162,7.120144546,10.27736877,8.041872666
BRCA,10.40741649,9.382118184,7.165168297,13.34888027,13.39656465,8.634731201,4.017093456,11.05074655,6.940519157,6.54472802,12.69610035,1.497178023,4.070251922,4.712408691,11.34639184,6.147253777,3.502037755,6.057970069,9.945395551,5.751244108,11.47698916,12.93937903,7.615070473,7.659103963,6.248728367,8.799220091,9.780756279,11.38394184,11.14782818,10.14090644,6.563385441,13.18962228,11.49258928,3.683561722,2.551146837,0,0.684908483,10.62813564,9.649929757,2.013676638,11.37291402,11.96713978,1.332908393,8.83709175,8.261220505,11.7892198,3.782429534,1.497178023,10.32746282,6.231332559,2.393251437,10.86782698,3.422515591,12.47396444,3.649040566,11.08019795,8.043300754,8.65226778,11.14569656,12.8294413,6.911679599,0.38272258,11.0083936,0,4.146476014,5.215441752,12.80533277,9.234216283,5.57856139,9.053820017,5.317564564,11.3497567,10.73769521,6.626852319,10.55543273,11.55539439,9.852680871,8.05817577,8.603518788,11.72022288,9.604482807,2.013676638,0,9.219587229,1.644640802,9.729530679,11.23930614,4.017093456,2.759688488,5.882970675,5.273254779,11.36329704,1.147502084,7.555739479,0.684908483,8.280265042,13.92540608,7.896507999,9.739306383,7.130797052
BRCA,10.13818219,9.368148472,6.201061374,13.71683018,13.23659576,10.13770844,3.811491582,11.33314976,6.321686423,6.56250346,12.8973104,3.079224489,3.014176731,5.680833487,11.51237999,5.691271731,5.810998275,5.140664152,9.895108698,4.656359073,11.83163185,11.60329252,8.22789507,5.594470919,6.940554393,7.484557084,9.203773774,11.62626116,11.69580247,10.59509893,7.956474899,13.30155335,13.94086414,2.719993839,2.719993839,0,0.803392379,10.618881,9.729600352,1.082498227,11.42691466,12.58497894,4.677519518,8.1505546,8.071998581,13.19633317,1.693988677,1.992985906,9.617057832,7.543372148,5.140664152,11.06565174,3.991236113,12.77993271,6.180605395,11.3028331,8.746396751,4.677519518,11.93545975,12.63349478,7.416974819,0.45691126,11.54170165,0.45691126,5.820541506,3.417785019,12.34614249,9.341053973,7.319383101,8.108331039,3.844797391,11.75858135,8.338304066,7.525982711,10.12091176,11.11808454,10.49286463,8.034397318,6.527972676,11.45628767,10.4071934,3.079224489,0,8.967592291,1.316319551,9.127981428,11.48824686,5.285513191,2.763390327,2.818523382,3.849278733,10.83702866,3.014176731,7.288773813,0,8.280701185,15.18652052,10.79408277,9.405879645,7.727096794
KIRC,9.639859805,9.45473728,5.894177501,11.94290298,4.225460037,5.649167062,0.409146506,10.66424282,2.91798543,6.494857184,12.73928064,6.749078325,2.48297732,2.91798543,11.77042439,10.85688457,3.347821538,12.87462409,10.56593984,0.727528424,10.75517969,11.51511338,6.473723606,7.176103319,5.749298269,8.26790092,5.731601432,10.91659607,10.46111105,10.53374827,7.159659457,12.74975841,12.08022128,1.208891775,0,0,0,13.82581345,11.75613513,1.400264666,10.98937321,0,1.400264666,8.865065116,7.093898163,12.33620806,3.785330835,6.179536926,10.46379,4.392427338,1.569199413,11.38974963,3.251764531,12.21607285,2.787035376,10.4472899,9.096119508,0.727528424,11.50147398,12.64847893,6.731373343,0.727528424,10.64930109,1.400264666,8.700841952,5.749298269,11.67165163,9.20111677,7.533539988,7.683745572,7.610353105,10.61381708,11.59772204,6.15319125,10.0197714,9.271696455,10.50278209,7.397075614,6.779535519,8.427551702,10.72308068,2.48297732,0,9.458105123,0.409146506,10.3814348,10.5005332,5.425281374,7.297631643,0.995303605,5.571713211,10.10943892,4.80154153,8.605686925,5.531368983,8.994981297,6.531114732,5.817991558,7.408253305,4.677632267
BRCA,9.913377136,8.870185913,7.081041308,11.67307052,11.29927099,7.870081085,7.804931221,11.06648615,3.743805761,6.255749973,12.65701469,0.600745498,1.023681177,9.578240588,10.14819691,5.067866701,2.206549458,4.366539039,9.049647102,4.71753386,11.64519007,10.97911076,5.585085726,7.096419998,5.293631658,8.313558777,5.800954243,10.76457307,9.559598879,9.942448527,3.950729681,14.15797056,11.69301644,1.023681177,3.364222221,0,0,11.53323725,10.57583229,2.359577393,11.420855,6.697509739,1.841006975,8.814998953,8.419146985,12.51043782,0.600745498,2.035342381,9.632762603,0.600745498,4.044035587,11.20248506,0,12.98842197,3.850979399,10.56258588,5.76028749,5.067866701,10.74342913,10.73208261,10.90681545,0.600745498,10.24101785,2.035342381,2.035342381,2.497944422,9.019807533,8.989340566,4.253875842,9.494971555,7.352917388,10.90914305,10.29183835,8.085663655,9.702394355,11.24196528,9.687107942,5.472110802,7.074473325,10.49810124,9.255078154,4.402217364,0,8.855781074,1.023681177,9.20418719,10.68396834,1.616404751,1.023681177,1.86781741,2.624171097,11.26183048,1.350270924,6.821289283,0,9.699707781,13.52017667,8.786593095,8.973123331,8.10744203
BRCA,11.20510289,8.191557716,5.417383352,8.49982596,14.15492884,9.027419489,5.565158452,11.10035353,2.089735417,6.052783216,12.90643592,0.808673355,2.956800118,5.897746248,11.1501852,3.395007943,3.090091242,3.860754272,10.46675965,1.909081827,12.17329299,10.80750788,7.349471437,5.70336099,6.382321407,5.842131565,9.985258481,11.20755126,10.75263989,10.27239651,8.094404994,13.62945908,12.60834262,2.002234446,1.809496764,0,0.322505058,11.53581969,8.759528713,1.323715929,11.26741875,13.30039546,0,7.897784964,8.806304722,13.07695251,0,2.956800118,9.180394053,5.058173605,5.494764401,11.35432102,2.089735417,12.87242672,2.809908292,11.2046445,6.689452928,0.322505058,11.64039408,10.93721932,6.8358483,0,11.09952534,1.809496764,5.111415312,7.48475846,11.40865349,8.402781856,5.412300547,9.57520075,3.835661375,11.1800832,10.28982294,6.338331703,11.15288056,11.28664439,9.848857633,8.52653445,5.369229156,11.32490621,9.587468133,1.001514035,0.322505058,9.933343953,1.001514035,8.617680502,11.42450225,3.462143957,2.512783121,2.195316098,2.587437004,11.96406646,3.21211794,8.114101493,0,8.212423428,14.72405015,8.082452455,8.138676261,6.845301861
